Geneid,featureCounts on data 282: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 288: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 296: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 300: Counts_HISAT2 on data 38 and data 37: aligned reads (BAM),featureCounts on data 304: Counts_HISAT2 on data 42 and data 41: aligned reads (BAM),featureCounts on data 310: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 312: Counts_HISAT2 on data 50 and data 49: aligned reads (BAM),featureCounts on data 322: Counts_HISAT2 on data 60 and data 59: aligned reads (BAM)
6547,1490,1791,2446,2564,2961,1394,1320,1958
654790,268,632,653,906,984,355,425,383
6548,516,419,581,429,802,396,305,553
654816,0,0,0,8,11,5,4,4
654817,2,9,11,33,16,19,9,15
654835,0,0,0,0,4,0,0,0
654841,92,115,148,192,147,112,98,125
6549,79,137,390,296,328,121,92,148
655,977,1264,1328,1418,2435,970,975,828
6550,76,86,87,109,117,98,78,47
6553,139,102,201,102,255,92,94,170
6554,49,76,44,119,112,76,68,103
6555,2,2,2,3,3,6,0,2
6556,22,71,33,111,185,39,35,51
6557,92,135,163,204,182,75,89,145
6558,8906,9379,9003,30482,16587,12373,8366,7059
6559,8,10,5,3,8,0,4,8
656,282,242,224,340,442,214,200,148
6560,417,373,533,518,1002,453,360,332
6561,0,0,0,0,4,0,1,2
6563,1033,2738,1451,3857,3891,2186,1067,2191
6564,4,0,0,1,0,2,2,0
6565,1629,2806,3094,4700,5912,2043,1963,1429
6566,2794,1860,1373,4237,2975,1957,1514,1768
6567,777,866,806,1314,951,709,657,866
6568,0,0,0,0,6,0,4,0
6569,2,0,0,0,1,0,1,0
657,880,1423,1665,2588,2741,1431,1015,1046
6570,2,32,11,50,53,30,17,0
6571,450,834,747,1531,1127,685,628,711
6572,0,0,0,0,0,2,2,0
6573,140,137,245,138,322,146,59,97
6574,1377,2092,3191,3767,4066,1758,1401,2023
6575,1861,2220,2635,5295,3907,2600,1986,2253
6576,138,242,299,342,428,183,134,186
6578,28,17,35,26,104,14,14,16
6579,10788,10764,8171,25586,22034,17895,10774,8054
658,1918,2900,3021,5216,6717,2382,2408,2157
6580,24,27,44,29,40,30,25,41
6581,112,85,201,173,216,87,107,81
6582,11,6,6,3,2,8,2,4
6583,153,184,228,219,299,188,140,177
6584,209,304,385,409,628,258,227,320
6585,5482,4724,4586,4542,5766,3156,2650,4735
6586,1989,2052,1968,2019,2170,1229,1514,2413
6588,9,0,86,13,70,13,12,5
659,11577,19209,22241,27333,26595,13009,11178,20055
6590,0,0,10,1,1,6,0,10
6591,13,33,28,69,98,27,27,36
6594,4315,6491,7467,10529,9843,5130,4773,7144
6595,10386,16608,20521,25737,25378,11141,9478,12016
6596,3140,6136,6156,13591,8438,6147,4484,6396
6597,3902,5044,7550,5519,10738,3564,2821,4556
65975,395,531,825,910,1292,626,429,302
65977,903,1626,2020,2683,2600,1138,1064,1376
65979,1215,1153,1286,1398,1965,1222,868,888
6598,2,0,2,2,0,0,0,0
65980,1176,1394,1806,2347,3124,1258,897,1100
65981,4399,4437,6304,5992,8511,3555,3168,4372
65982,1717,2081,2620,2711,3573,1582,1538,1926
65983,2574,3127,4074,5201,7128,3529,2844,2295
65985,1392,1691,2011,1997,2145,1193,1048,1491
65986,2370,3244,4209,6291,6801,2874,2349,2800
65987,2,0,1,0,0,0,0,4
65988,356,322,436,550,687,273,284,329
65989,54,46,88,50,72,46,21,47
6599,3285,3718,4142,6634,8862,3946,2638,2706
65990,31,57,143,105,202,53,57,54
65991,757,1609,1961,2525,2697,1349,1067,1314
65992,702,929,2021,1411,2438,856,674,881
65993,331,538,742,822,1036,409,326,489
65996,693,869,1087,1116,1358,534,463,718
65997,115,121,254,238,488,105,84,180
65998,631,1031,1824,1438,2022,614,702,947
65999,47,49,93,79,88,41,35,53
660,18,13,13,18,22,32,19,19
66000,710,533,896,699,1017,344,367,539
66002,39,31,154,108,75,41,58,98
66004,4940,4033,5932,5207,6473,3610,2972,4497
66005,291,433,563,610,809,351,319,348
66008,8295,9643,10986,14790,13759,9961,5418,7590
6601,8082,10225,14102,13516,19761,7751,6017,8306
6602,784,832,1078,1276,1586,737,606,928
6603,429,543,416,1084,1094,574,459,433
66035,0,0,2,2,6,2,4,8
66036,2668,5280,5639,9833,6893,3755,3593,4670
66037,40,26,22,70,32,27,29,55
6604,1324,1704,2427,2022,3829,1164,973,1253
6605,1704,2846,3205,5351,4605,2657,1969,2200
6606,4,0,3,5,17,8,1,2
6607,5,0,2,0,0,3,0,0
6608,102,110,176,101,228,86,94,75
6609,433,351,430,743,755,418,350,390
661,988,1145,1604,1756,2005,913,639,961
6610,32,53,70,126,154,56,61,44
6611,2072,4558,6591,6774,7677,2994,2585,3503
6612,938,2104,3470,3227,3940,1558,1368,1637
6613,1425,3087,3953,5180,5782,2455,2030,2282
6614,8,18,20,35,82,29,19,11
6615,7,6,2,4,16,18,2,5
6616,39184,79208,88652,146799,101109,58284,43820,82423
6617,487,535,520,1209,793,584,524,596
6618,59,91,106,145,151,44,57,57
6619,1861,3601,3543,6433,4963,2804,2279,3140
662,131,231,312,444,450,197,155,234
6620,1605,1607,2560,1885,3493,1051,829,1318
6621,564,506,758,559,1575,412,311,436
6622,3958,7363,14256,13593,19463,5713,5194,6724
6623,1347,2189,4676,2966,3095,1680,1477,1448
6624,885,746,1114,1610,1549,709,751,866
6625,2758,2799,3823,3763,7837,2849,2088,2192
6626,208,261,383,517,499,221,193,236
6627,251,351,459,652,691,392,303,401
6628,142,281,421,453,570,304,172,289
6629,705,1527,1864,3000,2297,1185,1052,1403
663,2288,3050,2966,7001,6461,3141,2686,2641
6631,209,450,621,971,718,390,251,371
6632,800,1568,1895,2906,2738,1206,1022,1089
6633,548,1062,1650,1318,1850,942,675,976
6634,2159,3916,5479,8200,7382,3441,2672,3221
6635,270,715,826,1244,1345,644,493,480
6636,199,432,587,896,771,375,310,346
6637,170,326,545,782,670,341,267,251
6638,280,485,830,909,699,451,380,328
664,3662,6297,6313,10843,8066,4478,3755,5630
6640,1109,1551,2026,1766,3571,1055,960,1045
6641,520,838,851,1319,1525,918,630,512
6642,3813,4576,4110,6954,6729,4472,2817,3944
6643,1715,3038,3358,6005,4778,2618,2062,2757
6645,1346,1777,2440,3043,4611,1224,1187,1496
6646,577,1190,1210,2462,1913,1065,732,903
664612,2,6,2,1,4,0,2,2
664613,2,5,3,8,10,6,5,3
664614,4,5,1,9,11,0,0,2
664615,1,0,1,3,3,0,0,1
664616,1,0,2,4,1,3,0,0
664617,0,2,0,0,0,0,0,0
664618,335,284,366,421,621,371,222,229
6647,5384,13026,16287,18132,18041,10164,7974,10829
664701,88,90,120,230,154,95,103,67
664709,443,474,679,838,1177,505,377,382
6648,3325,7303,8444,11918,10681,5610,4418,6162
6649,23,32,39,14,97,18,13,9
665,5247,11018,10744,20625,15413,8490,6618,8418
6650,180,156,289,186,434,126,140,112
6651,11437,14948,16244,20894,24741,12572,8853,13210
6652,128,160,279,272,259,173,135,197
6653,18083,34756,36010,54299,43494,30678,22847,30486
6654,5434,7260,7328,10567,8640,5557,4557,6779
6655,4084,5109,5778,10772,10083,5305,4134,4358
6656,121,166,259,240,260,102,113,122
6657,3515,4350,4611,7571,7433,4267,3591,2586
6658,18,9,15,18,19,4,23,7
6659,464,465,514,655,1054,348,277,306
666,537,347,444,903,567,406,335,260
6660,3664,4426,5539,6411,8246,3597,2969,3299
6662,2561,2845,2546,3619,5306,1942,1941,1804
6663,805,532,486,1313,1183,588,496,471
6664,769,902,1021,925,1073,597,416,858
6665,31,39,51,92,87,37,35,43
6666,286,181,370,275,514,202,164,251
6667,1648,2068,2045,4380,4006,1901,1574,1768
6668,269,240,315,318,485,217,178,201
667,124914,162093,199951,271877,273441,176521,110968,132016
6670,2434,3787,4122,7093,6939,3199,2933,3364
6671,1050,1398,1465,2755,2763,1286,1002,1289
6672,496,897,704,1201,1504,793,546,475
6674,375,607,641,1064,1090,573,434,544
6675,659,1542,1785,2546,2457,1157,962,1284
6676,22,36,32,36,41,22,9,24
6677,0,0,0,0,8,0,0,0
6678,9692,10034,12693,12694,16404,15792,10578,11285
668,10,8,2,11,10,0,4,0
6683,2675,4272,4495,8991,6232,3840,2836,3555
6687,2241,2410,3022,3157,5073,2117,1676,2061
6688,100,189,228,279,337,178,144,169
6689,3,5,6,4,3,1,3,4
669,505,1089,1487,1622,1780,863,709,754
6690,0,0,0,0,0,0,0,0
6691,4,14,15,24,23,8,2,14
6692,2,18,36,20,44,21,12,7
6693,23,110,98,172,154,96,59,80
6694,3,1,0,0,0,0,0,0
6695,5005,6545,9537,12852,11841,5328,4884,6769
6696,3902,5290,4370,17206,8637,7096,4313,4281
6697,87,134,168,258,254,107,133,169
6698,0,0,0,0,0,0,0,0
6699,0,0,0,0,0,0,0,0
670,285,497,530,865,946,426,354,352
6700,0,0,0,0,0,0,0,0
6701,0,0,0,0,0,0,0,0
6702,0,0,0,0,0,0,0,0
6703,0,0,0,0,0,0,0,0
6704,0,0,0,0,0,0,0,0
6705,0,0,0,0,1,0,0,0
6706,3,2,0,2,5,0,0,1
6707,0,0,0,0,0,0,0,0
6708,0,8,0,6,0,2,1,0
6709,50562,73839,116619,81855,136644,54171,43222,68867
671,0,1,0,1,0,4,2,2
6710,3830,4291,7666,4524,5618,2848,2535,3788
6711,95454,129697,189686,168123,237444,105027,81119,102139
6712,10585,12016,25690,14541,26730,7482,7060,11885
6713,1291,1463,2212,4221,2618,1916,1526,1926
6714,508,538,872,488,976,295,316,480
6715,670,1034,1209,1605,1160,697,515,853
6716,1,3,6,8,5,1,4,3
6717,3390,5733,6987,9239,13839,4672,4592,4157
6718,1,0,0,2,1,0,0,0
6719,3,7,7,10,3,0,4,7
672,659,817,767,1657,1697,935,571,587
6720,1077,822,988,1623,2848,1202,950,815
6721,4454,3918,7112,5934,10869,3683,3323,4486
6722,552,490,913,821,1120,476,425,574
6723,401,328,295,316,454,183,194,265
6725,2,0,0,1,4,0,0,0
6726,2512,5741,7245,11148,12575,4576,4118,4033
6727,2911,5616,6304,8871,9701,4105,3672,4143
6728,922,1324,1819,2551,2428,1236,943,1239
6729,1684,2875,3274,5879,4253,2907,2205,2651
673,5241,9774,10900,14824,14158,7157,5921,9406
6730,1325,2104,2431,2209,3146,1477,1091,1793
6731,2564,4006,3849,8560,6158,3305,2768,3569
6732,2136,2864,3410,5143,4131,2636,1681,2852
6733,8716,13883,16827,22988,21552,11397,8149,12095
6734,1364,1284,1555,1713,2012,1092,957,1576
6736,0,0,0,0,0,0,0,0
6737,107,137,192,249,297,138,96,122
6738,5498,7795,7912,19300,15068,7408,6376,6179
6741,3236,5571,7366,9857,8047,4645,3566,5125
6742,562,458,602,994,892,698,313,371
6744,7311,7885,10295,14461,17997,9366,7066,7324
6745,4347,6670,6551,11894,9636,5517,5089,5997
6746,354,596,709,1108,1090,561,451,510
6747,2708,4637,5155,9200,7908,4024,3231,3799
6748,94,182,207,324,410,165,158,169
6749,1944,2409,2965,3880,3849,1810,1587,2146
675,68,123,99,246,247,153,133,116
6750,277,359,386,712,699,278,292,272
6751,530,329,568,362,517,244,226,137
6752,937,1091,820,1395,1225,566,677,1167
6753,191,221,572,386,386,152,134,261
6754,4,13,8,15,5,6,8,10
6755,1,15,12,18,2,2,0,8
6756,0,0,0,0,0,0,0,0
6757,0,0,1,0,0,0,0,0
6758,1,0,0,0,2,0,1,0
6759,0,0,0,0,0,0,0,0
676,0,3,8,8,17,1,2,4
6760,2028,2768,2882,6100,5464,2777,2235,2254
6764,679,631,1085,790,1764,579,420,632
6767,6056,9699,10996,20549,16355,8819,7210,7467
6768,8,28,16,24,7,10,5,25
6769,153,203,131,232,115,165,109,136
677,2229,2634,1911,3758,3865,2325,1747,1513
6770,119,168,338,223,314,116,120,207
6772,2398,3653,3211,5829,5091,3078,2533,3709
6773,2250,2330,2897,3561,4651,2593,1812,2321
6774,1825,2459,2904,4186,4476,2124,1747,2132
6775,414,1320,1288,2136,1546,790,744,1509
6776,124,176,196,255,401,184,129,144
677679,9,9,8,14,19,4,1,13
677681,9,11,5,3,13,6,5,6
6777,1517,2361,2523,3233,3901,1756,1560,1923
677763,308,655,432,899,783,506,396,595
677765,5,16,12,137,26,11,8,15
677766,1592,3199,2961,4807,6803,2888,2395,2293
677767,1702,2934,3139,8911,4286,3605,2438,2423
677768,0,0,0,0,0,0,0,0
677769,378,428,520,644,798,408,248,313
677770,12,19,20,35,33,19,13,9
677771,28,36,41,44,53,25,15,28
677772,385,588,689,939,1214,858,529,639
677773,8,6,6,22,11,11,5,4
677774,25,39,33,59,40,14,14,25
677775,721,893,879,1885,2641,1258,886,1098
677776,49,91,68,68,77,59,57,67
677777,225,297,290,1268,698,327,326,275
677778,0,0,0,0,0,0,0,0
677779,26,39,152,71,132,14,36,26
677780,117,184,224,129,115,136,113,163
677781,54,121,71,47,102,67,60,76
677784,0,0,0,0,0,0,0,0
677792,10,10,18,27,50,21,9,14
677793,16,20,14,32,36,14,14,13
677794,2,3,2,8,11,3,1,5
677795,0,2,0,0,0,1,2,3
677796,7,10,21,131,39,10,11,7
677797,102,185,212,668,321,268,191,207
677798,0,0,0,0,0,0,0,0
677799,19,25,28,38,32,12,14,17
6778,417,538,748,750,1326,421,377,444
677800,21,34,37,323,116,39,33,31
677801,4,19,15,22,25,13,10,29
677802,77,121,162,482,255,101,96,191
677803,0,0,2,0,0,0,1,1
677804,0,0,0,0,0,0,0,0
677805,217,295,237,422,302,277,184,391
677806,264,360,318,336,425,229,114,126
677807,63,147,215,83,296,145,93,145
677808,144,680,534,2420,742,594,522,616
677809,17,23,14,458,26,29,16,19
677810,365,272,494,2034,575,286,260,497
677811,4,6,25,20,35,7,6,9
677812,7,13,26,21,30,27,22,23
677813,0,5,5,13,16,0,4,1
677814,0,2,8,3,6,5,1,2
677815,7,10,4,9,9,6,10,7
677816,22,31,17,22,29,23,15,17
677817,0,0,0,0,0,0,0,0
677818,1,0,1,0,0,0,1,0
677819,9,43,20,57,34,27,25,37
677820,0,0,0,0,0,0,0,2
677821,14,8,10,12,26,12,0,10
677822,94,147,125,579,189,147,112,155
677823,31,29,35,51,95,12,11,19
677824,0,0,0,0,0,0,0,0
677825,158,158,183,1266,328,135,109,210
677826,116,38,33,38,60,29,28,53
677827,10,14,8,17,3,12,5,6
677828,18,10,14,17,21,13,14,24
677829,3938,5032,5772,5332,6434,5024,3277,4544
677830,20,30,40,41,44,41,22,39
677831,14,6,11,6,17,25,8,19
677832,11,46,33,63,69,41,15,13
677833,0,0,0,0,0,0,2,0
677834,24,34,60,28,45,40,27,38
677835,0,0,0,0,0,0,0,0
677836,3,17,12,8,20,7,7,9
677837,38,80,133,155,269,62,32,33
677838,631,771,673,722,833,521,451,733
677839,0,0,1,0,1,2,1,1
677840,9,22,34,273,44,13,5,14
677841,72,231,86,91,226,142,117,198
677842,3,6,3,6,3,7,1,2
677843,10,8,8,11,11,8,2,17
677844,0,0,1,0,0,0,0,1
677845,5,15,8,8,18,3,3,18
677846,9,8,0,7,3,6,5,5
677847,23,13,13,31,22,28,12,19
677848,1,2,1,1,4,1,1,2
677849,0,1,0,0,4,1,4,0
677850,10,19,8,148,44,21,32,51
677882,0,0,0,0,0,1,0,1
677885,3,4,1,7,8,3,3,2
6779,4,2,0,0,0,0,0,0
678,1095,1462,1196,1926,2302,1063,787,690
6780,2988,4278,5479,5935,7673,3147,2521,3396
6781,30,34,32,31,30,40,15,40
6782,2412,5150,4558,11381,6004,4286,3708,5073
6783,6,6,3,8,2,8,1,0
6785,1502,2392,2843,4545,2243,1817,1441,2520
6786,1623,1490,2678,1803,3712,1136,1083,1433
678655,228,297,367,369,552,285,223,239
6787,1457,1847,2753,3376,4053,1657,1433,1948
6788,779,1126,1258,2197,2411,1111,865,1038
6789,2007,3225,4498,5153,6016,2919,1959,2947
6790,107,112,145,209,234,76,69,74
6791,96,94,119,161,197,101,79,99
6792,3646,4247,6570,6645,7245,2906,2534,4404
6793,331,430,610,661,794,467,306,296
6794,749,988,1564,1402,2191,606,673,781
6795,43,49,48,52,57,33,48,28
6799,110,14,72,40,97,47,67,65
680,4,14,2,17,23,4,6,14
6801,5955,7091,7038,16971,10634,8343,5725,6056
6804,1958,2410,5551,2440,5710,1429,1185,1923
6809,953,1144,1324,1624,2058,1049,761,1263
6810,490,567,765,682,1196,553,329,404
6811,239,308,514,606,722,346,265,366
6812,11942,11901,15312,13539,17397,8781,6722,16025
6813,8,75,65,106,121,54,43,42
6814,2708,3935,3846,9967,6488,4270,3410,2928
6815,754,880,943,2340,1817,1006,707,796
6817,251,619,667,738,1102,370,271,447
6818,0,0,0,0,0,0,0,0
6819,21,28,9,51,72,27,19,26
682,2329,2867,3326,3727,4780,1954,1749,2419
6820,2,12,26,24,0,2,5,14
6821,449,568,758,1083,1117,587,503,546
6822,0,0,0,4,1,0,0,3
6827,525,962,1477,1888,1827,764,616,830
6829,2338,2939,4109,3989,5747,2621,1711,2520
683,31,35,25,38,66,61,32,18
6830,4030,4920,5976,6190,9141,4290,3005,4629
6832,887,1262,1531,1950,2393,1051,934,1091
6833,950,799,1167,1024,2328,499,483,1061
6834,117,149,198,179,263,160,126,149
6835,233,226,514,429,568,223,183,220
6836,933,1147,1468,2452,2053,1064,971,1183
6837,287,323,431,439,597,318,261,243
6838,973,1047,1412,1649,1832,980,623,805
6839,146,126,184,218,287,117,125,171
684,181,218,199,326,435,174,174,126
6840,757,618,1035,743,1340,577,519,576
6843,911,1554,2445,3241,1505,1619,859,1360
6844,6580,6209,8309,5266,10607,3568,3301,7017
6845,8,22,21,55,37,22,0,19
6846,0,2,0,0,0,0,2,2
6847,0,0,51,9,3,1,0,4
684959,105,132,103,258,225,182,140,138
685,86,129,109,133,94,81,72,133
6850,104,867,630,1251,1236,632,462,371
6853,3750,3129,3884,2520,5366,1866,1826,3598
6854,9014,14089,19339,12006,27391,7011,7388,11708
6855,7203,12956,15657,20654,11066,10493,7823,14035
6856,642,997,1072,3084,1599,1028,769,713
6857,39223,72249,70754,116130,70869,51554,43251,80085
686,473,612,629,774,946,569,435,647
6860,4854,11352,9313,18472,9753,6577,6480,10156
6861,950,1180,1316,1449,1353,875,594,1135
6862,1,5,0,20,3,3,4,1
6863,50,386,220,980,609,362,351,398
6865,40,62,136,76,123,23,39,118
6866,51,133,111,219,166,45,47,87
6867,10435,14942,16330,24204,29280,11419,9686,13319
6868,1778,2035,2356,4022,4066,1990,1771,2317
6869,193,174,147,327,261,128,192,193
687,2565,5880,5098,10169,6073,3733,2501,4617
6870,40,52,21,45,32,63,48,29
6871,5,6,21,12,38,22,12,6
6872,4025,4801,5838,6726,9882,4530,2836,3917
6873,1517,2317,2518,4725,4137,2181,1713,2045
6874,65,81,120,74,187,58,34,55
6875,508,828,1264,1302,1396,539,423,843
6876,232,245,237,291,598,496,499,235
6877,192,338,334,710,469,236,235,313
6878,772,769,1239,814,1557,585,536,756
6879,2738,4401,5131,7764,6232,3914,2953,4475
688,246,292,212,454,180,125,158,204
6880,0,0,0,0,0,0,0,0
6881,296,369,600,624,926,278,245,348
6882,744,938,1354,1878,1735,986,756,938
6883,325,587,696,1004,911,479,400,421
6884,838,1696,2334,3708,2803,1538,1099,1291
6885,1992,2831,2746,6060,3958,2383,2151,2757
6886,109,341,385,599,730,304,301,205
6887,8,7,6,7,3,4,0,2
6888,1082,1347,1494,3434,2168,1264,1075,1351
689,1602,2781,3572,4624,4592,2382,1775,2167
6890,0,0,0,0,0,0,0,0
6891,0,4,0,5,6,0,0,10
6892,9,6,9,8,12,7,5,3
6894,5164,4641,5065,7083,10432,5307,4218,6321
6895,80,115,195,188,251,120,82,97
6897,1427,2497,2682,5239,3370,2417,1654,2360
6898,2,0,7,5,8,3,2,4
6899,6,3,19,5,7,1,11,8
690,0,0,0,1,0,0,0,0
6900,8001,6281,5499,11093,8537,6963,4479,5011
6901,217,156,259,163,390,164,126,136
6902,1195,1876,2659,2679,3092,1757,1200,1426
6903,321,560,662,1068,684,431,326,518
6904,906,971,1311,1194,2345,965,699,1064
6905,563,749,965,1221,1294,825,471,687
6906,0,2,0,5,2,0,3,2
6907,1505,1681,1361,2098,1991,1343,976,1257
6908,307,474,506,885,789,508,355,456
6909,63,54,65,67,131,60,40,53
6910,26,13,3,4,1,22,20,13
6911,6,5,17,25,27,23,8,4
6913,32,31,29,42,75,39,21,54
6915,4,0,6,4,2,6,1,3
6916,41,430,314,565,725,298,306,182
6917,1714,2871,3114,6384,5625,2570,2232,2243
6919,473,592,861,776,1198,440,367,588
6920,87,221,275,253,822,158,206,101
692053,27,6,6,60,20,24,18,20
692057,17,9,7,10,16,6,10,16
692058,5,3,2,13,3,3,11,17
692063,32,42,47,247,77,66,53,63
692072,43,103,71,174,96,80,62,100
692073,16,9,12,11,17,18,8,7
692075,14,18,26,48,33,19,22,26
692076,0,3,3,4,2,1,3,0
692084,5,25,7,188,21,3,6,13
692085,10,13,15,29,14,13,17,15
692086,553,710,943,1828,1407,704,608,654
692087,0,3,1,0,1,3,0,2
692088,33,24,26,63,40,25,44,24
692089,5,3,8,8,7,3,6,6
692090,5,7,11,26,21,15,13,7
692091,0,0,0,0,0,0,1,0
692092,0,0,0,0,0,0,0,0
692093,4,4,1,4,4,2,1,1
692094,0,0,0,0,0,0,0,0
692099,223,203,370,261,348,197,138,185
6921,673,1550,2105,2261,2832,1199,841,1281
692106,7,5,6,3,10,9,5,5
692107,0,0,1,2,7,3,0,1
692108,6,8,13,20,7,16,4,11
692109,2,6,8,13,9,13,2,7
692110,7,4,6,4,5,1,1,7
692111,8,8,13,21,20,23,7,10
692148,2063,3918,4226,9117,5349,5076,3887,2940
692149,3,2,0,6,4,2,0,0
692157,22,13,11,31,27,27,11,11
692158,0,0,0,0,0,0,0,0
692195,0,7,6,4,4,5,7,7
692196,48,70,89,782,106,82,55,106
692197,0,5,4,18,4,8,8,2
692198,3,1,5,7,8,5,4,2
692199,0,0,0,0,0,0,0,0
692200,3,3,3,6,5,5,5,1
692201,0,0,0,0,0,0,0,0
692202,0,2,2,0,0,2,1,0
692203,0,2,3,1,1,1,0,0
692204,1,1,0,2,0,0,1,0
692205,0,0,0,0,0,0,0,0
692206,3,0,2,7,1,6,2,5
692207,3,3,0,6,2,2,3,1
692208,1,2,1,2,1,5,2,1
692209,3,1,0,5,3,5,3,3
692210,0,2,0,6,2,1,1,0
692211,8,14,16,27,30,18,14,25
692212,7,9,10,26,21,11,10,7
692213,5,5,6,37,17,10,3,5
692214,1,2,4,9,1,1,5,3
692215,30,20,13,42,20,15,14,27
692223,122,149,122,1857,224,165,153,124
692224,0,0,0,0,0,0,0,0
692225,58,106,94,293,206,79,72,113
692226,5,5,6,8,4,1,4,2
692227,11,7,11,170,16,4,8,12
692229,0,0,0,1,0,0,1,1
692233,0,0,2,0,0,0,0,0
692234,0,0,0,0,0,0,0,0
692235,2,7,2,5,8,3,1,2
6923,398,785,1196,1016,1636,638,490,547
692312,0,0,0,0,0,0,0,0
6924,1323,1572,1942,2863,2985,1437,1036,1429
6925,15228,23707,21352,39292,26491,15724,14911,21291
6926,105,98,78,97,181,78,50,73
6927,31,20,53,35,66,24,23,31
6928,0,1,1,1,1,0,4,0
6929,226,210,342,422,495,256,157,174
693120,0,1,0,0,0,0,0,0
693121,1,2,3,12,3,3,0,2
693122,64,45,44,74,63,70,28,85
693123,0,0,0,0,0,0,0,0
693124,0,0,0,0,0,0,0,0
693125,0,0,0,0,0,0,0,0
693126,0,0,0,0,0,0,0,0
693127,5,10,5,15,6,12,7,11
693128,1,6,3,6,3,3,1,1
693129,0,0,0,0,0,0,0,0
693130,0,0,0,0,0,0,0,0
693131,0,0,0,0,0,0,0,0
693132,2,0,0,2,3,1,0,0
693133,0,0,0,0,0,0,0,0
693134,0,0,0,0,0,0,0,0
693135,0,0,0,0,0,0,0,0
693136,2,1,0,3,0,3,2,1
693137,0,0,0,0,1,2,0,0
693138,11,15,10,34,25,17,13,12
693139,0,0,0,0,2,0,0,1
693140,0,0,0,3,0,0,0,1
693141,9,1,1,0,2,2,1,2
693142,0,0,0,0,0,0,0,0
693143,3,7,3,9,4,5,1,0
693144,0,0,0,0,0,0,0,0
693146,1,0,2,1,0,1,1,0
693147,0,4,2,1,3,2,5,0
693148,2,5,3,10,5,8,2,4
693149,0,0,0,0,0,0,0,0
693151,0,0,0,0,1,0,1,2
693152,0,0,0,0,1,0,0,0
693153,0,0,0,0,0,0,0,0
693154,9,15,5,17,22,8,10,6
693155,0,0,0,0,1,0,0,0
693156,0,2,2,5,8,6,1,3
693157,0,0,0,0,0,0,0,0
693158,29,18,10,40,38,16,17,24
693159,0,0,0,0,0,0,0,0
693160,12,5,2,3,6,8,8,8
693161,1,6,5,4,7,8,9,8
693162,10,5,8,38,13,26,21,16
693163,5,3,4,14,19,3,6,6
693164,1,0,0,4,0,4,1,3
693165,0,0,0,0,0,1,1,2
693166,9,8,6,6,9,13,7,10
693167,1,3,0,9,6,0,3,2
693168,0,1,0,2,0,0,1,0
693169,0,0,0,2,0,0,1,0
693170,0,0,0,0,1,0,0,0
693171,0,1,2,3,1,0,2,2
693172,0,0,0,0,0,0,0,0
693173,0,0,1,1,0,0,0,0
693174,0,0,4,2,4,1,0,0
693175,7,11,7,12,22,9,3,8
693176,8,3,1,15,7,4,8,5
693177,14,4,0,4,5,2,1,2
693178,2,0,5,0,2,0,0,0
693180,14,8,2,3,10,1,2,1
693181,0,0,0,0,0,0,0,0
693182,0,2,0,3,5,2,0,1
693183,0,2,1,0,5,0,0,1
693184,0,0,0,3,0,8,2,5
693185,0,0,0,0,0,0,0,0
693186,7,1,5,2,10,2,7,8
693187,0,0,0,0,1,0,1,0
693188,3,1,0,0,0,0,0,1
693189,2,3,0,0,2,0,0,2
693190,0,2,0,0,0,0,1,1
693191,0,0,0,0,0,2,0,0
693192,0,0,1,0,0,0,0,0
693193,1,0,1,0,3,0,2,0
693194,0,0,0,0,0,0,0,0
693195,0,0,0,0,0,0,0,0
693196,0,0,0,0,0,0,0,0
693197,18,20,24,16,43,27,9,29
693198,0,2,0,2,2,0,1,0
693199,0,0,0,0,0,0,0,0
6932,305,157,179,231,324,188,148,220
693200,0,0,0,0,0,0,0,0
693201,1,2,1,4,9,6,3,2
693202,0,0,0,2,2,0,0,1
693203,0,0,2,4,7,0,0,2
693204,2,0,1,2,1,1,0,3
693205,2,0,0,1,4,5,3,1
693206,0,0,0,0,0,0,0,0
693207,0,0,0,0,0,0,0,0
693208,3,1,5,3,6,1,1,3
693209,0,0,7,8,7,6,2,1
693210,2,2,5,8,8,4,2,0
693211,8,1,1,6,4,3,5,4
693212,7,5,4,2,2,6,0,4
693213,40,39,31,91,15,43,21,65
693214,0,0,0,0,0,1,0,1
693215,4,7,11,10,11,6,4,6
693216,1,1,3,0,4,1,0,3
693217,0,0,0,0,0,0,0,0
693218,0,0,0,1,0,0,0,0
693219,0,2,0,0,0,0,0,2
693220,6,5,8,23,14,5,8,9
693221,0,0,0,0,0,0,0,0
693222,1,0,2,2,0,0,1,0
693223,0,1,1,0,1,1,0,0
693224,0,0,0,0,0,0,0,0
693225,2,1,1,0,0,1,0,0
693226,6,12,4,2,20,12,4,4
693227,1,0,0,0,0,0,0,0
693228,2,1,1,2,4,0,3,1
693229,6,6,6,17,4,7,4,10
693230,9,4,4,5,3,5,4,12
693231,0,5,2,1,0,3,1,4
693232,0,0,0,0,0,0,0,0
693233,17,12,7,8,9,11,7,5
693234,0,0,0,0,0,0,0,0
693235,0,0,0,0,0,0,0,0
6934,495,596,1539,770,1400,545,252,722
