Geneid,featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM)
692233,0,0,0
692234,0,0,0
692235,4,1,5
6923,1251,1028,1099
692312,0,0,0
6924,2467,1497,1603
6925,14483,14622,15588
6926,81,74,62
6927,27,72,48
6928,0,0,0
6929,663,357,321
693120,0,0,0
693121,3,1,4
693122,61,62,32
693123,0,0,0
693124,0,0,0
693125,0,0,0
693126,0,0,0
693127,3,4,4
693128,5,3,2
693129,0,0,0
693130,0,0,0
693131,0,0,0
693132,1,2,1
693133,0,0,0
693134,0,0,0
693135,0,0,0
693136,1,0,4
693137,1,1,1
693138,17,10,7
693139,2,0,4
693140,1,0,2
693141,2,1,0
693142,0,0,0
693143,12,3,2
693144,1,0,0
693146,3,3,3
693147,0,0,0
693148,4,5,5
693149,0,0,0
693151,0,0,0
693152,0,0,1
693153,0,0,0
693154,26,14,12
693155,0,0,0
693156,4,5,0
693157,0,0,0
693158,30,13,25
693159,0,0,0
693160,5,3,4
693161,7,2,6
693162,15,4,8
693163,8,5,3
693164,5,3,4
693165,0,0,0
693166,4,8,2
693167,5,5,4
693168,2,0,0
693169,3,0,0
693170,0,0,0
693171,7,0,0
693172,0,0,0
693173,0,0,0
693174,3,2,0
693175,7,5,5
693176,6,1,0
693177,0,4,3
693178,0,0,1
693180,1,6,6
693181,0,0,0
693182,1,1,0
693183,0,2,3
693184,4,0,1
693185,0,0,0
693186,10,6,3
693187,0,0,0
693188,0,1,0
693189,5,2,0
693190,1,0,4
693191,0,0,0
693192,0,0,0
693193,2,4,2
693194,6,1,2
693195,0,0,0
693196,0,0,1
693197,36,10,9
693198,3,1,1
693199,0,0,0
6932,741,308,205
693200,0,0,0
693201,6,4,2
693202,0,0,1
693203,0,2,1
693204,0,0,0
693205,3,4,0
693206,0,0,0
693207,0,0,0
693208,1,1,3
693209,2,2,1
693210,2,0,3
693211,7,5,11
693212,10,5,2
693213,25,30,41
693214,0,0,0
693215,1,1,7
693216,4,4,4
693217,0,0,0
693218,0,2,0
693219,0,0,0
693220,10,9,10
693221,0,0,0
693222,1,5,0
693223,2,0,0
693224,0,0,0
693225,1,1,0
693226,19,7,7
693227,0,0,0
693228,2,3,1
693229,8,10,2
693230,14,9,17
693231,2,5,1
693232,0,0,0
693233,16,14,7
693234,1,0,0
693235,1,0,1
6934,1212,629,419
6935,9731,7053,6773
6936,2374,1750,1603
6938,7333,2617,3292
6939,4,10,10
694,1289,920,1073
6940,810,548,588
6941,14,0,0
6942,97,74,96
6943,4,4,2
6944,1492,1111,1247
6945,566,426,422
6947,11,12,8
6948,325,233,192
6949,1996,1592,1505
695,313,69,120
6950,6155,5637,6828
6953,1,0,2
6954,19,25,14
6956,0,0,0
696,45,16,6
6966,0,0,0
6967,12,8,39
6968,0,0,0
6969,0,0,0
6970,0,0,0
6971,0,2,2
6972,3,5,5
6974,6,0,1
6975,5,11,13
6976,2,0,1
6977,7,2,0
6978,4,0,0
6982,5,4,0
6983,2,1,2
6988,911,714,846
699,38,19,14
6990,2317,4144,3995
6991,0,2,0
6992,0,109,3
6993,1358,279,344
6996,665,614,559
6997,40,9,29
6998,6,3,2
6999,0,0,0
70,85,131,81
7001,3037,3706,3996
7003,6177,2054,2378
7004,15,15,10
7005,129,56,43
7006,159,160,85
7007,398,388,280
7008,3223,3496,3492
7009,18352,9939,12885
701,42,35,57
7010,1037,880,1202
7011,1905,773,620
7012,173,145,203
7013,2160,1508,1737
7014,2253,1976,2207
7015,2,4,1
7016,688,721,699
7018,34158,7012,7781
7019,1673,1334,1370
7020,12,4,2
7021,0,0,0
7022,20,27,13
7023,306,189,151
7024,2200,1531,1522
7025,2551,2678,2915
7026,270,373,284
7027,1428,1181,1088
7029,3301,2749,2848
7030,1643,1237,1263
7031,0,0,0
7032,0,0,0
7033,4,0,0
7035,137,198,129
7036,113,179,156
7037,4274,5658,5020
7038,56,30,43
7039,1452,325,501
7040,391,124,125
7041,40,19,13
7042,4059,1448,1773
7043,2190,628,581
7044,5,0,2
7045,385,138,99
7046,2167,1082,1356
7047,24,13,12
7048,1182,588,581
7049,3087,753,845
705,195,184,214
7050,1005,110,160
7051,55,42,19
7052,372,238,263
7053,309,31,14
7054,11,5,7
7056,54,55,87
7057,819,441,563
7058,3514,921,1046
7059,1399,747,526
706,81,34,37
7060,1831,1021,1510
7062,79,61,50
7064,963,1042,969
7066,43,104,71
7067,9351,6183,7106
7068,4919,9384,10714
7069,25,14,29
7070,5533,12807,11531
7071,579,457,756
7072,6884,4683,5212
7073,4143,2953,3066
7074,8975,7802,7823
7075,210,271,243
7076,349,192,198
7077,8720,4776,8244
7078,8758,4489,5557
7079,422,282,198
708,2442,2028,2482
7080,104,20,18
7082,345,61,261
7083,89,27,7
7084,2700,1932,2115
7086,2750,2282,2164
7087,725,1161,1397
7088,1173,994,1192
7089,254,406,269
7090,1710,1008,976
7091,4618,2113,2484
7092,428,727,738
7093,361,355,384
7094,9211,3330,3261
7095,17500,11993,14048
7096,627,193,250
7097,604,155,161
7098,332,88,116
7099,3293,2189,2193
71,24129,17761,22089
710,1619,558,514
7100,238,66,64
7101,1234,815,887
7102,7399,12233,11517
7103,72,14,25
7104,2,0,0
7105,3348,477,600
7106,104,67,58
7107,1563,944,1107
7108,764,498,648
7109,3281,2222,2239
711,162,233,175
7110,6827,4318,4265
7111,1056,1275,971
7112,2002,1703,1530
7113,9,0,0
7114,23710,16100,20268
712,314,148,118
7122,172,128,114
7123,1355,180,177
7124,0,0,0
7125,33,36,30
7126,1489,1531,1376
7127,547,268,354
7128,253,120,110
713,1404,356,391
7130,93,54,38
7132,570,193,186
7133,327,136,124
7134,32,7,17
7135,0,0,1
7136,6,2,2
7137,117,3,4
7138,141,275,220
7139,303,683,122
714,878,181,229
7140,3,15,11
7141,21,10,21
7142,0,2,0
7143,8910,6286,7523
7145,6605,1725,1510
7146,0,0,0
7148,0,0,0
715,827,285,349
7150,3546,2757,2641
7151,15,2,2
7152,1,0,1
7153,31,15,22
7154,0,0,0
7155,22282,15806,18580
7156,1034,944,830
7157,304,219,186
7158,13790,11029,12136
7159,6760,3080,3504
716,1500,702,730
7161,521,26,14
7162,164,492,99
7163,4561,5743,6430
7164,1321,817,476
7165,2368,1728,1946
7166,45,23,27
7167,6815,10346,11487
7168,4805,5099,5490
7169,1299,1135,506
717,0,0,1
7170,9784,9717,11093
7171,4475,3902,3424
7172,1160,1422,1236
7173,0,0,0
7174,4441,3636,3318
7175,18410,11287,11896
7177,0,2,0
7178,26899,14868,15501
7179,4,1,1
718,15516,3968,6422
7180,10,6,4
7181,2095,1564,1201
7182,2518,1945,1987
7184,24398,16308,19653
7185,1015,342,174
7186,340,299,221
7187,2464,2164,2002
7188,997,907,555
7189,2203,1585,1724
719,414,178,134
7190,499,544,490
7193,0,0,1
7195,0,1,0
7196,14,4,3
7197,141,58,39
7198,26,14,3
72,2,25,4
720,10,0,1
7200,45,33,28
7201,37,36,117
7202,0,0,0
7203,4634,3561,4112
7204,10049,12767,10394
7205,734,227,261
7206,0,0,0
7207,0,0,0
7208,11,2,15
721,2,0,1
7210,2,9,0
7212,0,0,0
7214,2,3,8
7216,2691,3033,2892
7217,0,0,0
7218,0,0,0
7219,0,0,0
722,104,52,49
7220,2719,2678,3658
7221,8,4,0
7222,191,389,226
7223,485,588,1223
7224,518,1079,1157
7225,1054,238,334
7226,1347,1853,966
7227,13878,5213,5664
7228,0,0,0
7229,2,0,0
7230,0,0,0
7231,7,13,10
7232,0,0,0
7233,0,0,3
7234,824,336,250
7235,11,0,3
7236,6,1,4
7237,4,0,0
723778,0,0,0
723779,0,0,0
723790,44,26,15
723809,364,264,312
7239,0,0,0
723961,0,0,0
723972,66,34,38
7240,0,1,0
724022,3,1,0
724023,0,0,0
724024,3,1,5
724025,1,3,4
724026,0,0,0
724027,13,3,2
724028,0,0,0
724029,2,0,0
724030,0,0,0
724031,1,0,0
724032,0,0,0
724033,4,0,1
724068,0,0,0
724087,2,2,2
7241,0,0,0
724102,79,58,48
7247,3484,2793,3568
7248,8030,7780,7180
7249,2202,1969,1623
725,41,14,17
7251,1412,960,1131
7252,15,14,7
7253,330,123,128
7257,2100,1920,2204
7258,0,0,0
7259,10854,17693,20150
726,576,572,561
7260,845,1023,1136
7262,0,0,0
7263,212,99,84
7264,1,7,3
7265,3207,3191,3597
7266,4258,4070,4408
7267,31116,35367,36777
7268,26,3,10
727,1624,608,434
7270,1442,1012,967
7272,11,17,15
7273,35059,11811,12208
7274,330,200,320
7275,7173,7538,8125
7276,290,200,170
727676,0,0,0
727677,4,0,1
727684,15,6,5
727699,0,0,0
7277,2229,4730,4786
727708,33,48,38
727758,234,253,220
727764,0,0,0
7278,1,0,0
727800,88,134,101
727830,2,0,0
727832,2,0,0
727837,0,0,0
727851,726,651,300
727856,0,0,0
727857,3,5,6
727866,210,196,149
727896,401,235,295
727897,55,69,13
727905,0,0,0
727910,0,0,1
727915,44,13,10
727924,0,2,0
727936,588,188,340
727940,2,6,3
727956,5,6,0
727957,1549,1928,1320
727982,2,2,3
727993,4,7,1
728,163,33,19
7280,1873,3846,5280
728012,0,0,9
728024,502,211,248
728026,554,186,183
728036,0,0,0
728039,58,49,27
728040,0,0,0
728042,0,0,0
728047,101,117,101
728049,0,0,0
728062,0,0,0
728066,322,261,230
728072,0,0,0
728075,0,0,0
728081,12,30,17
728082,0,0,0
728084,68,125,172
728090,0,0,0
728095,35,20,57
728096,0,0,0
728113,2,1,0
728116,286,213,353
728118,96,1,33
728130,32,4,6
728137,0,0,0
728175,15,3,5
728190,272,67,174
728192,31,45,39
728194,377,34,16
728215,1384,2399,2766
728218,2,0,2
728224,0,0,0
728228,3,0,0
728229,41,93,42
728233,282,490,222
728239,297,290,340
728255,0,0,0
728262,13,4,9
728264,34,71,19
728269,0,1,0
728276,58,44,73
728279,0,0,0
728283,0,4,4
728290,0,1,0
728294,723,321,244
728299,2,0,0
7283,738,766,777
728310,36,26,11
728318,0,0,0
728323,228,166,154
728340,75,44,30
728342,6,2,2
728343,11,11,0
728358,0,0,0
728361,49,16,14
728369,0,0,0
728373,0,0,0
728377,42,5,15
728378,218,45,26
728379,0,0,0
728386,0,0,0
728392,5029,4788,6117
728393,0,0,0
728395,0,0,0
7284,3742,2718,3006
728400,0,0,0
728402,35,20,22
728403,0,0,0
728405,0,0,0
728407,939,854,600
728409,0,0,0
728411,1008,734,886
728419,0,0,0
728431,54,17,20
728441,0,2,4
728448,537,315,244
728450,0,0,0
728458,0,0,0
728463,52,12,21
728464,209,89,127
728485,53,78,98
728489,120,64,63
728492,0,2,7
728495,288,0,0
728498,14,1,14
728524,0,0,0
728537,269,133,89
728554,2,0,0
728558,98,42,58
728568,250,225,313
728577,418,427,391
728588,1,0,0
728591,27,41,36
728597,9,4,4
7286,308,383,403
728606,65,69,54
728609,907,691,526
728613,537,533,337
728619,21,24,6
728621,5329,1819,1705
728622,49,45,35
728635,51,46,29
728637,50,77,72
728640,89,130,72
728642,394,224,186
728643,11,3,3
728655,37,29,38
728656,5,28,28
728658,761,518,476
728661,1181,530,726
728673,46,32,30
728689,2473,2349,4516
728695,1,7,2
7287,7,2,2
728712,0,0,0
728715,93,15,47
728716,0,5,4
728723,284,138,122
728724,4,0,6
728730,807,1394,1175
728734,19,12,21
728739,33,51,49
728741,25,4,5
728743,264,325,273
728747,133,180,237
728752,60,28,35
728758,188,92,79
728763,912,10,9
728769,302,175,206
728773,1,2,0
728780,426,69,99
728798,474,531,119
7288,26,31,7
728806,9,20,13
728819,68,30,39
728833,66,48,48
728841,505,390,281
728855,307,301,324
728858,17,14,7
728882,350,67,116
728888,148,129,85
7289,1444,461,379
728911,0,0,0
728927,2535,2089,2336
728929,0,1,0
728945,0,0,0
728957,0,0,0
728963,112,80,47
728975,66,38,43
728978,22,7,5
728989,21,15,26
729,514,7,8
7290,1687,1647,1323
729013,489,138,144
729020,46,95,70
729025,44,18,40
729041,23,12,4
729059,11,1,13
729080,34,29,50
729082,3921,6113,4317
729083,21,3,11
729085,453,225,188
729092,191,125,104
729096,829,612,383
7291,80,116,23
729121,0,0,2
729156,17,5,14
729159,0,0,0
729164,20,12,8
729171,114,64,80
729176,102,32,21
729177,299,230,230
729178,594,1225,830
7292,245,168,132
729201,0,0,1
729218,157,142,111
729220,79,82,32
729230,34,6,8
729233,0,0,0
729234,310,130,106
729238,27,35,32
729240,0,0,0
729246,0,0,0
729250,0,0,0
729252,7,2,2
729254,3,0,7
729262,72,89,39
729264,1,0,1
729288,492,315,399
729296,10,2,4
7293,6,13,0
729307,7,2,2
729330,6,7,2
729338,56,48,42
729348,3,0,0
729355,0,0,0
729359,382,144,69
729375,76,109,78
729384,2,0,0
729396,2,0,0
7294,44,68,50
729408,0,0,0
729420,1,11,6
729422,0,0,0
729428,0,0,0
729431,0,0,0
729438,4172,5119,4687
729440,311,216,198
729442,0,0,0
729447,0,0,0
729461,0,0,0
729467,8,2,2
729468,39,7,2
729475,246,176,174
7295,1092,1136,1457
729506,63,34,7
729515,1225,1540,1603
729522,18,22,11
729528,0,0,0
729533,40,18,29
729540,326,376,318
729574,0,0,0
729582,352,362,323
729583,0,0,0
729587,0,0,0
729597,223,205,85
7296,4205,3165,4264
729603,110,80,101
729609,9,6,20
729614,364,215,174
729627,0,0,0
729633,63,59,42
729648,84,25,39
729652,23,32,26
729658,583,123,194
729665,1044,294,205
729668,44,19,17
729678,717,375,392
729683,52,65,53
729689,46,22,21
7297,1306,877,733
729723,429,306,223
729732,428,180,209
729737,30,13,10
729739,21,5,0
729747,10,2,6
729759,0,0,0
729767,0,0,0
729786,5,9,2
729799,227,157,133
7298,225,31,35
729830,537,304,308
729852,839,693,726
729857,212,512,246
729862,6,10,10
729867,91,53,78
729873,2,1,4
729877,8,12,2
729887,19,10,18
7299,2,19,0
729911,22,45,65
729920,1457,1440,1480
729930,6,4,13
729950,6,8,7
729956,1292,1037,1099
729966,0,0,1
729967,1720,565,581
729970,321,230,225
729974,0,0,0
729975,111,61,29
729987,119,53,165
729991,207,367,371
729993,2258,2758,3365
730,343,90,130
730005,76,43,70
730013,4,2,0
730051,1118,796,613
730087,136,162,152
730091,486,50,67
730092,365,468,366
730094,1759,2657,2614
7301,4293,4776,4918
730100,31,26,19
730101,246,279,320
730102,572,376,343
730109,0,1,1
730112,1067,19,14
730130,228,178,154
730152,0,0,0
730159,76,6,6
730183,81,36,17
730198,0,2,3
7302,39,24,15
730202,19,14,8
730227,10,13,14
730249,0,0,2
730262,0,0,0
730268,127,118,150
730291,1,3,0
730338,2,0,0
7305,632,159,192
7306,171,148,124
730668,22,19,18
7307,4,0,9
730755,0,0,0
730811,48,69,84
730971,77,30,17
731,0,1,0
7311,4115,3217,3453
731157,20,8,8
731220,90,126,52
731223,12,7,8
731275,20,19,2
7314,18547,16401,17821
731424,0,0,0
7316,20858,17517,18923
731656,4,4,1
7317,4363,3924,4052
731779,0,0,0
731789,17,23,4
7318,988,312,310
7319,1476,1099,1413
732,1,0,0
7320,1691,2028,2304
7321,700,749,791
7322,2855,2535,2974
732253,93,131,76
732265,7,3,7
732275,0,0,0
7323,8626,7184,7952
7324,2681,1993,2260
7325,950,1452,1328
7326,2118,1673,1614
7327,2747,2164,1937
7328,8506,6605,7125
7329,1218,861,1050
733,5,7,0
7332,2404,2179,2266
7334,3731,4473,5401
7335,260,236,204
7336,3431,5247,5592
7337,10590,10739,12420
734,2574,1560,1728
7341,2958,3223,3415
7342,3542,3560,3401
7343,5443,3778,3853
7345,10707,18059,22295
7347,742,621,767
7348,45,39,23
7349,19,9,9
735,4,2,0
7350,20,25,14
7351,195,38,58
7352,144,120,70
7353,730,487,519
735301,6,5,8
7355,401,205,301
7356,0,2,2
7357,1526,1976,2259
7358,813,512,561
7360,6175,9059,8413
7363,0,1,0
7364,0,0,0
7365,0,0,0
7366,0,0,0
7367,0,3,0
7368,9397,1913,2522
7369,0,0,0
7371,834,1075,971
7372,1320,907,933
7373,221,209,112
7374,952,639,703
7375,2621,1978,1915
7376,1261,894,811
7378,276,387,241
7379,7,2,0
738,1219,1261,1270
7380,4,2,2
7381,15811,12886,13463
7384,2677,2804,2586
7385,5037,5558,5375
7386,1327,1652,1676
7388,2591,3946,3387
7389,1418,1290,1414
7390,1776,2527,1756
7391,1505,1225,1163
7392,4272,2820,2527
7398,3322,1880,2215
7399,248,161,122
740,977,667,863
7401,10,9,5
7402,17577,8826,9096
7403,2522,1266,1493
7404,4979,2717,2624
7405,2695,1858,1683
7407,4,0,0
7408,395,197,182
7409,347,126,174
741,120,73,55
7410,892,797,712
7411,2664,2683,3211
7412,849,123,172
7414,2488,1920,1782
7415,8786,7545,8772
7416,5735,7847,8765
7417,1906,2154,2383
7419,2887,3359,3523
7421,39,4,19
7422,1195,886,841
7423,1523,968,901
7424,281,46,64
7425,780,1172,1295
7428,2438,2086,2540
7429,1,6,10
7430,17134,4631,4775
7431,11462,3512,2902
7432,284,1112,916
7433,619,1084,732
7434,312,167,145
7436,1926,1734,1857
7439,2140,541,488
744,1142,1315,1367
7441,0,0,0
7442,801,536,324
7443,1328,1006,1106
7444,2694,520,514
7447,19267,56656,50314
7448,53,38,20
745,5956,917,1119
7450,1854,1112,1094
7453,2800,3032,3338
7454,228,71,64
7455,0,2,0
7456,2840,701,855
7458,6825,5927,6147
746,518,288,296
7461,7542,4800,4908
7462,406,130,163
7464,283,547,536
7465,872,80,93
7466,2664,1082,1551
7468,7128,7357,7057
7469,661,374,266
747,904,1493,1072
7471,56,25,46
7472,12,48,105
7473,0,3,0
7474,655,370,578
7475,15,10,7
7476,198,303,255
7477,72,167,83
7478,52,45,21
7479,40,22,6
7480,240,403,524
7481,171,24,32
7482,244,233,186
7483,270,54,70
7484,0,2,0
7485,2988,1530,2204
7486,2263,1403,1391
7490,12,4,2
7494,972,644,804
7498,5,4,2
7499,53,4,17
750,90,62,37
7503,22,21,12
7504,579,1248,1496
7507,2098,1248,1205
7508,3827,1950,1898
751071,90,79,45
7511,1810,1442,1324
7512,4,4,8
7514,10470,6986,8085
7515,1111,761,620
751580,0,1,0
7516,313,177,143
7517,340,172,152
7518,460,271,240
752,696,769,599
7520,10635,9201,9807
752014,93,93,83
7525,3664,1593,2173
7528,2590,1988,2133
7529,13786,21511,26748
753,6810,4687,4322
7531,5108,113,134
7532,24721,47855,55945
7533,15882,30604,36192
7534,21883,32485,43494
7535,32,36,16
7536,6053,3237,3007
7538,342,161,71
7539,480,469,466
754,6834,2234,3153
7541,1347,830,904
7542,295,202,144
7543,4174,2646,2797
7544,1653,1216,1207
7545,3434,691,1264
7546,551,216,220
7547,201,45,130
7549,454,308,386
755,866,521,514
7551,2776,949,919
7552,2776,3057,3313
7553,882,675,626
7554,951,899,742
7555,12171,8554,9166
7556,1207,1061,1171
7559,2190,1502,1774
7561,928,883,855
7562,4219,2230,2188
7564,251,203,224
7565,1159,974,850
7566,680,554,432
7567,554,130,139
7568,0,0,0
7569,937,662,559
757,12,4,4
7570,1003,575,645
7571,1852,1031,1067
7572,13131,6053,7499
7574,792,701,685
7576,671,394,442
7579,1119,703,635
758,1043,3192,2548
7580,689,589,575
7581,4823,3764,3702
7582,2841,2427,3081
7584,645,469,448
7586,14150,7810,8291
7587,4437,2927,3138
7589,340,204,130
759,52,40,27
7592,1026,992,868
7593,754,445,356
7594,949,612,604
7596,1136,532,684
7597,825,601,549
760,2208,1262,1304
761,187,50,34
762,101,294,152
7620,826,414,407
7621,1117,474,433
7625,467,409,382
7626,936,766,688
7627,1493,1188,904
7629,1058,793,595
763,6,8,4
7633,881,441,375
7634,11,4,6
7637,5330,4015,4343
7638,895,623,695
7639,4,4,2
7643,105,33,32
7644,12636,15764,15382
765,6,0,0
7652,124,115,114
766,98,197,128
767,946,693,819
7673,265,257,199
7675,1376,1009,1092
767557,0,0,0
767558,0,0,0
767561,32,28,49
767562,21,27,44
767563,34,32,62
767564,70,73,116
767565,5,23,25
767566,24,62,78
767567,5,15,16
767568,28,16,36
767569,17,39,41
767577,151,140,159
767578,23,56,70
767579,124,197,203
767580,18,19,19
767581,0,2,2
767582,5,32,10
767583,16,31,29
767584,5,8,9
767585,29,48,73
767588,12,15,21
767589,10,19,35
767590,36,60,61
767591,15,14,25
767592,236,227,282
767593,11,15,24
767594,1,8,11
767595,9,13,14
767596,9,9,21
767597,4,18,24
767598,18,8,60
767599,17,6,32
767600,14,30,38
767603,10,20,18
767604,0,11,6
767605,55,46,69
767606,29,27,50
767608,1,3,9
767609,36,31,48
767610,2,12,5
767611,8,18,16
767612,15,3,18
7678,1141,1122,1045
767811,1,4,11
767846,129,73,80
768,2,2,1
768096,63,144,95
768097,15,38,9
7681,536,204,159
768206,205,84,68
768211,1595,750,743
768212,2,4,5
768213,0,0,0
768214,7,4,2
768215,2,0,0
768216,9,3,0
768217,0,0,0
768218,2,2,2
768219,1,0,0
768220,15,7,1
768222,0,0,0
768239,55,44,12
7686,150,87,50
7690,1530,1432,1462
7691,950,594,451
7692,1146,1157,877
7693,1113,963,892
7694,1500,933,953
7695,1057,1030,876
7696,155,60,42
7697,2201,2031,2510
7699,986,609,637
770,3149,5215,4128
7700,1309,735,766
7701,1385,1181,1192
7702,1655,816,818
7703,0,2,0
7704,2628,2456,1528
7705,5284,3283,3451
7706,1085,747,665
7707,6667,5906,6998
7709,681,510,382
771,546,73,681
7710,2147,1956,1942
7711,292,237,188
7712,160,89,122
7716,5563,1393,1667
7718,271,99,110
7726,2,1,0
7727,526,465,441
7728,1312,827,806
773,3692,5886,3372
7730,8,3,7
7732,956,1558,1531
7733,748,635,646
7737,346,290,345
7738,1923,1888,1931
7739,579,218,296
774,3579,5548,4504
7741,2430,1735,1564
7743,4191,2974,2933
7745,4312,2586,2111
7746,517,330,238
7748,1573,1330,1079
775,3344,5081,4401
7750,11701,10401,10794
7752,447,400,409
7753,600,430,385
7754,3021,3891,4326
7755,248,170,177
7756,4379,3381,3043
7757,834,825,433
776,2886,3701,2787
7760,284,228,203
7761,1619,587,519
7762,223,195,171
7763,8553,9334,9230
7764,1520,335,381
7766,564,573,521
7767,453,446,376
