Geneid,featureCounts on data 230: Counts_HISAT2 on data 2 and data 1: aligned reads (BAM),featureCounts on data 232: Counts_HISAT2 on data 4 and data 3: aligned reads (BAM),featureCounts on data 234: Counts_HISAT2 on data 6 and data 5: aligned reads (BAM),featureCounts on data 236: Counts_HISAT2 on data 8 and data 7: aligned reads (BAM),featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 250: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 254: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 262: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 282: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM)
727857,0,4,2,2,3,5,6,2,1,0,0
727866,88,144,103,97,210,196,149,206,213,99,100
727896,375,341,213,205,401,235,295,315,270,180,277
727897,4,22,36,56,55,69,13,79,74,58,15
727905,0,0,0,0,0,0,0,0,0,0,0
727910,1,1,0,0,0,0,1,1,0,1,0
727915,10,7,20,4,44,13,10,6,11,2,10
727924,0,0,4,2,0,2,0,6,5,3,1
727936,527,437,228,277,588,188,340,482,383,206,230
727940,1,4,3,1,2,6,3,5,4,0,4
727956,2,7,4,0,5,6,0,0,5,0,4
727957,761,1229,797,1364,1549,1928,1320,2223,1948,1459,712
727982,3,3,2,0,2,2,3,2,2,1,0
727993,5,2,0,5,4,7,1,6,2,6,1
728,49,95,47,19,163,33,19,40,44,28,38
7280,4790,3364,2965,2844,1873,3846,5280,3080,2080,2355,1683
728012,0,1,4,2,0,0,9,5,0,0,9
728024,350,226,217,144,502,211,248,247,171,148,200
728026,484,288,169,135,554,186,183,201,125,143,167
728036,0,0,0,0,0,0,0,0,0,0,0
728039,29,29,15,28,58,49,27,28,32,14,14
728040,0,0,0,0,0,0,0,0,0,0,0
728042,0,0,0,0,0,0,0,0,0,0,0
728047,62,29,50,195,101,117,101,270,157,116,100
728049,0,0,0,0,0,0,0,0,0,0,0
728062,0,0,0,0,0,0,0,0,0,0,0
728066,368,421,205,194,322,261,230,260,269,276,311
728072,0,0,0,0,0,0,0,0,0,0,0
728075,0,0,0,0,0,0,0,0,0,0,0
728081,21,33,12,15,12,30,17,17,10,36,30
728082,0,0,0,0,0,0,0,0,0,0,0
728084,148,60,110,91,68,125,172,103,82,82,22
728090,0,0,0,0,0,0,0,0,0,0,0
728095,8,28,25,60,35,20,57,52,82,22,26
728096,0,0,0,0,0,0,0,0,0,0,0
728113,6,0,0,4,2,1,0,5,6,0,0
728116,337,429,202,259,286,213,353,362,381,264,238
728118,28,67,23,65,96,1,33,105,99,21,74
728130,31,16,14,13,32,4,6,23,26,14,19
728137,0,0,0,0,0,0,0,0,0,0,0
728175,11,8,4,4,15,3,5,10,2,5,4
728190,214,199,51,138,272,67,174,271,205,48,262
728192,73,14,44,24,31,45,39,52,47,53,13
728194,23,70,112,30,377,34,16,21,52,16,62
728215,2901,2637,1772,1932,1384,2399,2766,2482,2119,1759,1129
728218,2,7,0,0,2,0,2,0,0,0,0
728224,0,0,0,0,0,0,0,0,0,0,0
728228,5,7,3,4,3,0,0,12,7,2,1
728229,32,14,4,29,41,93,42,42,21,8,25
728233,39,69,69,221,282,490,222,353,111,43,173
728239,218,254,188,202,297,290,340,375,213,189,265
728255,0,0,0,0,0,0,0,0,0,0,0
728262,12,15,2,4,13,4,9,20,22,7,10
728264,22,25,19,26,34,71,19,44,36,38,14
728269,0,5,0,0,0,1,0,2,0,0,0
728276,85,52,36,55,58,44,73,71,31,44,31
728279,0,0,0,0,0,0,0,0,0,0,0
728283,1,0,0,0,0,4,4,5,4,4,0
728290,2,0,0,1,0,1,0,1,0,0,1
728294,286,311,209,160,723,321,244,279,323,203,260
728299,0,2,0,1,2,0,0,1,0,0,0
7283,910,805,545,432,738,766,777,800,574,536,517
728310,13,22,17,30,36,26,11,37,52,14,13
728318,0,0,0,0,0,0,0,0,0,0,0
728323,185,220,151,140,228,166,154,274,233,291,216
728340,68,37,4,23,75,44,30,60,19,4,17
728342,8,3,4,0,6,2,2,4,6,1,1
728343,2,4,7,2,11,11,0,10,10,7,12
728358,0,0,0,0,0,0,0,0,0,0,0
728361,16,38,16,26,49,16,14,37,32,4,32
728369,0,0,0,0,0,0,0,0,0,0,0
728373,0,0,0,0,0,0,0,0,0,0,0
728377,40,20,9,12,42,5,15,24,8,2,17
728378,24,60,49,14,218,45,26,42,22,15,26
728379,0,0,0,0,0,0,0,0,0,0,0
728386,0,0,0,0,0,0,0,0,0,0,0
728392,5347,4951,3108,3432,5029,4788,6117,4534,3850,3632,3256
728393,0,0,0,0,0,0,0,0,0,0,0
728395,0,0,0,0,0,0,0,0,0,0,0
7284,4252,3202,2194,1897,3742,2718,3006,2666,2008,1783,2337
728400,0,0,0,0,0,0,0,0,0,0,0
728402,20,20,2,3,35,20,22,15,13,7,25
728403,0,0,0,0,0,0,0,0,0,0,0
728405,0,0,0,0,0,0,0,1,0,0,1
728407,726,793,636,726,939,854,600,1215,937,820,751
728409,0,0,0,0,0,0,0,0,0,0,0
728411,846,1292,605,720,1008,734,886,1233,980,815,984
728419,0,0,0,0,0,0,0,0,0,0,0
728431,18,28,15,6,54,17,20,36,23,14,22
728441,3,0,3,2,0,2,4,0,4,7,0
728448,291,316,198,248,537,315,244,407,349,236,249
728450,0,0,0,0,0,0,0,0,0,0,0
728458,0,0,0,0,0,0,0,0,0,0,0
728463,19,27,30,4,52,12,21,20,13,14,8
728464,172,206,124,138,209,89,127,202,125,80,170
728485,55,61,48,73,53,78,98,58,43,63,76
728489,93,74,37,49,120,64,63,89,57,51,31
728492,2,0,6,2,0,2,7,3,22,2,2
728495,18,19,50,2,288,0,0,0,0,2,13
728498,12,1,10,12,14,1,14,9,19,6,11
728524,0,0,0,0,0,0,0,0,0,0,0
728537,262,210,107,102,269,133,89,121,100,87,144
728554,0,0,2,0,2,0,0,2,0,0,0
728558,85,83,48,38,98,42,58,59,47,46,62
728568,319,302,256,172,250,225,313,235,245,165,227
728577,574,463,740,504,418,427,391,725,343,383,415
728588,1,8,0,0,1,0,0,4,13,2,4
728591,12,62,43,21,27,41,36,21,15,13,59
728597,3,17,2,3,9,4,4,11,28,0,23
7286,578,434,269,290,308,383,403,433,331,247,253
728606,48,34,49,41,65,69,54,78,82,38,38
728609,571,887,480,496,907,691,526,830,721,611,433
728613,680,580,350,466,537,533,337,507,505,414,295
728619,8,19,17,15,21,24,6,16,16,16,8
728621,2315,2614,2325,2032,5329,1819,1705,2762,2171,2273,1936
728622,33,42,25,11,49,45,35,34,15,37,21
728635,17,30,17,36,51,46,29,31,29,18,32
728637,94,98,54,57,50,77,72,102,133,93,46
728640,77,102,84,106,89,130,72,132,118,151,72
728642,248,548,185,232,394,224,186,365,284,271,191
728643,1,0,3,7,11,3,3,12,3,2,4
728655,34,60,22,19,37,29,38,26,35,7,43
728656,22,7,11,9,5,28,28,11,12,6,6
728658,777,659,344,544,761,518,476,533,382,427,495
728661,861,771,786,889,1181,530,726,1280,1393,723,558
728673,44,36,17,10,46,32,30,39,31,18,12
728689,5172,4477,3856,2307,2473,2349,4516,3100,3350,1689,2699
728695,0,2,0,0,1,7,2,0,0,0,2
7287,2,4,0,2,7,2,2,2,1,0,13
728712,0,0,0,0,0,0,0,1,0,0,0
728715,63,23,42,38,93,15,47,25,29,43,28
728716,7,7,5,4,0,5,4,3,12,12,3
728723,252,249,154,129,284,138,122,177,165,148,178
728724,1,0,6,0,4,0,6,0,1,3,0
728730,1053,974,701,1284,807,1394,1175,1615,1508,1430,550
728734,1,19,3,5,19,12,21,20,20,1,15
728739,65,46,24,23,33,51,49,68,29,96,31
728741,15,28,5,1,25,4,5,16,24,12,15
728743,256,269,172,185,264,325,273,257,273,228,153
728747,19,224,99,132,133,180,237,182,227,68,239
728752,43,31,35,22,60,28,35,28,40,23,18
728758,129,126,76,99,188,92,79,144,115,82,96
728763,70,42,347,19,912,10,9,17,17,13,117
728769,350,265,171,152,302,175,206,210,220,137,220
728773,2,1,3,1,1,2,0,3,2,2,4
728780,108,160,243,66,426,69,99,107,127,104,180
728798,398,86,254,221,474,531,119,213,260,364,86
7288,17,10,3,20,26,31,7,34,26,18,8
728806,6,14,10,3,9,20,13,18,16,7,6
728819,48,32,44,16,68,30,39,39,22,25,42
728833,32,54,14,43,66,48,48,55,23,31,28
728841,278,427,237,347,505,390,281,518,336,279,272
728855,311,414,281,215,307,301,324,273,359,218,198
728858,4,12,11,4,17,14,7,11,14,4,4
728882,162,155,99,140,350,67,116,220,159,113,164
728888,53,152,63,143,148,129,85,196,197,128,81
7289,1215,956,427,444,1444,461,379,639,762,372,587
728911,1,0,0,0,0,0,0,2,0,0,0
728927,2483,2323,1962,1577,2535,2089,2336,2564,2167,1644,2158
728929,0,1,1,0,0,1,0,1,2,0,0
728945,4,0,0,0,0,0,0,0,0,0,0
728957,1,2,0,0,0,0,0,0,0,0,0
728963,62,129,59,66,112,80,47,113,84,28,68
728975,57,30,42,16,66,38,43,18,40,35,13
728978,4,20,5,3,22,7,5,14,16,5,3
728989,10,15,21,15,21,15,26,17,13,16,5
729,184,91,86,13,514,7,8,30,5,5,32
7290,1494,1607,897,1380,1687,1647,1323,1817,1755,1212,1072
729013,312,260,119,71,489,138,144,199,132,101,164
729020,46,82,36,48,46,95,70,58,73,40,55
729025,70,29,27,19,44,18,40,52,20,10,13
729041,9,12,17,7,23,12,4,20,6,6,16
729059,8,11,4,3,11,1,13,10,0,7,1
729080,37,47,26,20,34,29,50,33,41,26,48
729082,5395,3762,3311,2997,3921,6113,4317,4229,3690,4248,2770
729083,4,19,9,14,21,3,11,14,4,2,14
729085,347,411,155,162,453,225,188,298,278,123,335
729092,172,202,85,139,191,125,104,159,163,130,98
729096,627,687,423,482,829,612,383,717,554,483,425
7291,39,19,26,10,80,116,23,12,10,14,17
729121,0,0,0,0,0,0,2,0,0,2,0
729156,14,18,15,11,17,5,14,12,13,12,12
729159,0,3,2,0,0,0,0,4,3,4,0
729164,8,21,5,32,20,12,8,27,26,16,4
729171,70,179,82,118,114,64,80,166,159,93,302
729176,57,31,69,26,102,32,21,39,44,27,26
729177,313,211,229,175,299,230,230,236,209,150,246
729178,862,785,433,608,594,1225,830,999,639,1406,480
7292,209,237,132,74,245,168,132,198,218,76,151
729201,0,0,0,0,0,0,1,3,0,2,0
729218,66,204,88,134,157,142,111,221,167,161,155
729220,19,75,38,51,79,82,32,59,102,35,28
729230,24,6,17,12,34,6,8,17,2,10,4
729233,0,0,0,0,0,0,0,0,0,0,0
729234,287,204,104,106,310,130,106,158,111,88,137
729238,25,24,13,14,27,35,32,36,24,17,18
729240,0,0,0,0,0,0,0,0,0,0,0
729246,0,0,0,0,0,0,0,0,0,0,0
729250,0,0,0,0,0,0,0,0,0,0,0
729252,0,0,0,4,7,2,2,0,0,0,1
729254,6,2,0,0,3,0,7,2,0,0,1
729262,50,38,61,41,72,89,39,120,83,64,51
729264,0,19,3,3,1,0,1,0,0,9,0
729288,538,415,316,363,492,315,399,394,427,331,306
729296,14,3,2,2,10,2,4,16,6,6,4
7293,0,1,8,3,6,13,0,8,2,6,0
729307,0,7,0,0,7,2,2,4,0,0,4
729330,5,7,6,10,6,7,2,12,8,6,4
729338,31,38,35,28,56,48,42,37,26,33,34
729348,0,0,1,0,3,0,0,0,0,6,0
729355,0,0,0,0,0,0,0,0,0,0,0
729359,193,250,72,73,382,144,69,202,162,70,232
729375,47,55,62,59,76,109,78,67,87,56,100
729384,0,0,0,0,2,0,0,0,0,0,0
729396,0,0,0,0,2,0,0,0,0,0,2
7294,21,52,25,35,44,68,50,48,47,47,28
729408,0,0,0,0,0,0,0,0,0,0,0
729420,10,4,1,11,1,11,6,7,16,9,4
729422,0,0,0,0,0,0,0,0,0,0,0
729428,0,0,0,0,0,0,0,0,0,0,0
729431,2,0,1,0,0,0,0,0,0,0,0
729438,4829,4339,3006,3887,4172,5119,4687,5548,5874,4259,2740
729440,148,183,169,201,311,216,198,327,277,221,102
729442,0,0,0,0,0,0,0,0,0,0,0
729447,0,0,0,1,0,0,0,0,0,0,0
729461,0,0,1,0,0,0,0,0,0,0,0
729467,0,3,0,3,8,2,2,0,6,2,5
729468,29,57,13,7,39,7,2,5,9,14,4
729475,191,156,189,146,246,176,174,168,170,150,107
7295,2281,1430,1073,1140,1092,1136,1457,1261,901,1231,936
729506,33,36,20,13,63,34,7,32,31,13,46
729515,2101,1542,1253,914,1225,1540,1603,1456,1088,1168,1362
729522,5,2,9,16,18,22,11,29,39,17,3
729528,1,0,0,0,0,0,0,0,0,0,0
729533,28,39,18,19,40,18,29,22,23,36,20
729540,613,503,439,345,326,376,318,472,431,263,595
729574,0,0,0,0,0,0,0,0,0,0,0
729582,263,456,247,324,352,362,323,481,407,257,260
729583,0,0,0,0,0,0,0,0,0,0,0
729587,0,0,0,0,0,0,0,0,0,0,0
729597,21,165,81,191,223,205,85,243,161,131,62
7296,6449,5123,3582,2284,4205,3165,4264,3894,2811,2462,3454
729603,42,97,55,59,110,80,101,107,107,47,49
729609,9,6,2,7,9,6,20,10,10,6,11
729614,375,255,116,133,364,215,174,193,193,135,166
729627,0,4,0,0,0,0,0,0,0,0,0
729633,53,68,47,29,63,59,42,64,68,28,60
729648,46,43,47,17,84,25,39,80,16,19,67
729652,23,34,16,40,23,32,26,43,31,7,13
729658,525,368,168,150,583,123,194,332,216,122,258
729665,364,389,472,269,1044,294,205,392,267,277,306
729668,16,29,25,5,44,19,17,21,24,13,20
729678,673,663,375,291,717,375,392,433,296,255,543
729683,59,44,45,32,52,65,53,69,78,36,43
729689,13,39,18,44,46,22,21,60,22,32,8
7297,791,699,488,636,1306,877,733,1063,921,587,564
729723,350,351,163,202,429,306,223,380,308,200,263
729732,178,326,148,308,428,180,209,457,315,195,177
729737,13,7,4,2,30,13,10,26,23,7,8
729739,6,7,12,2,21,5,0,3,1,4,2
729747,15,16,4,9,10,2,6,18,10,4,13
729759,0,0,0,0,0,0,0,0,0,0,0
729767,0,0,0,0,0,0,0,0,2,0,0
729786,0,0,2,17,5,9,2,5,7,0,4
729799,81,161,96,197,227,157,133,230,181,158,135
7298,103,72,29,8,225,31,35,45,25,12,69
729830,369,289,339,231,537,304,308,368,396,194,354
729852,865,631,481,504,839,693,726,724,421,480,599
729857,384,1486,188,191,212,512,246,285,150,415,152
729862,12,10,5,1,6,10,10,15,10,16,12
729867,30,49,45,42,91,53,78,61,63,30,62
729873,8,2,2,3,2,1,4,2,12,9,8
729877,0,1,0,14,8,12,2,2,6,0,1
729887,15,9,2,2,19,10,18,14,4,6,11
7299,2,9,1,2,2,19,0,4,0,0,1
729911,46,46,38,51,22,45,65,68,51,37,29
729920,2025,1703,1023,1256,1457,1440,1480,1847,1605,1230,1393
729930,8,0,7,3,6,4,13,6,4,1,8
729950,11,14,3,1,6,8,7,17,9,14,2
729956,745,1369,737,1022,1292,1037,1099,1444,1627,773,1112
729966,0,3,0,6,0,0,1,3,6,2,1
729967,889,734,693,509,1720,565,581,650,425,527,661
729970,302,250,142,183,321,230,225,265,197,154,176
729974,0,0,0,0,0,0,0,0,0,0,0
729975,56,66,30,35,111,61,29,50,41,28,49
729987,56,174,83,113,119,53,165,88,152,50,168
729991,520,415,327,296,207,367,371,356,225,302,208
729993,2399,2313,2084,2173,2258,2758,3365,3115,3372,2014,2449
730,224,238,126,77,343,90,130,96,81,55,208
730005,81,68,35,48,76,43,70,33,65,40,75
730013,0,8,2,0,4,2,0,0,0,0,0
730051,581,1042,572,763,1118,796,613,1115,1148,615,685
730087,165,156,88,133,136,162,152,117,145,123,85
730091,161,274,179,64,486,50,67,117,81,48,252
730092,272,391,172,254,365,468,366,531,594,341,318
730094,3450,2339,2112,1477,1759,2657,2614,2268,1807,1587,1872
7301,6524,3860,3334,3040,4293,4776,4918,4010,4098,2740,2185
730100,20,12,15,11,31,26,19,15,18,12,11
730101,437,284,164,166,246,279,320,274,247,122,175
730102,373,419,323,246,572,376,343,441,361,289,188
730109,2,0,1,3,0,1,1,3,1,1,0
730112,129,62,200,16,1067,19,14,30,14,12,119
730130,339,307,126,93,228,178,154,191,176,114,165
730152,0,0,0,0,0,0,0,0,2,0,2
730159,25,29,36,4,76,6,6,23,20,1,39
730183,50,38,27,24,81,36,17,39,56,15,16
730198,3,3,0,4,0,2,3,3,8,2,3
7302,25,28,27,34,39,24,15,31,17,6,19
730202,15,9,8,10,19,14,8,9,12,5,9
730227,7,15,3,10,10,13,14,4,25,4,2
730249,0,0,0,3,0,0,2,6,2,0,5
730262,0,0,0,2,0,0,0,0,0,1,0
730268,142,107,122,105,127,118,150,135,116,145,119
730291,0,0,0,0,1,3,0,0,0,1,0
730338,0,6,0,0,2,0,0,5,0,0,0
7305,236,146,170,117,632,159,192,255,48,91,197
7306,129,92,101,30,171,148,124,133,64,68,4
730668,10,12,15,12,22,19,18,20,20,11,7
7307,3,0,2,0,4,0,9,26,10,1,4
730755,0,0,0,0,0,0,0,0,0,0,0
730811,31,57,91,62,48,69,84,70,58,36,72
730971,36,32,20,18,77,30,17,42,27,11,17
731,0,0,2,0,0,1,0,0,0,2,0
7311,4531,3603,2378,2839,4115,3217,3453,3514,2838,3170,2633
731157,31,22,12,13,20,8,8,13,4,10,13
731220,46,47,55,58,90,126,52,75,80,65,69
731223,21,11,10,2,12,7,8,2,2,5,5
731275,11,6,6,4,20,19,2,21,4,10,16
7314,29101,22528,12590,11734,18547,16401,17821,16451,12443,14732,13723
731424,2,4,1,1,0,0,0,1,1,1,1
7316,32961,28636,11933,12186,20858,17517,18923,15494,11948,12188,14256
731656,0,2,0,7,4,4,1,0,0,0,0
7317,4299,4041,2778,2486,4363,3924,4052,3538,3415,2285,2244
731779,0,0,0,0,0,0,0,0,0,0,0
731789,31,69,24,26,17,23,4,28,20,6,206
7318,530,433,299,264,988,312,310,516,243,257,380
7319,1788,1379,1048,805,1476,1099,1413,1342,900,944,927
732,0,0,0,2,1,0,0,2,0,0,0
7320,2219,1987,1807,1236,1691,2028,2304,2582,2329,1722,1522
7321,1226,866,797,469,700,749,791,692,465,612,672
7322,3852,2643,2324,1530,2855,2535,2974,2512,1887,1859,2025
732253,39,90,53,183,93,131,76,170,279,84,22
732265,5,6,1,7,7,3,7,7,0,9,1
732275,0,0,0,0,0,0,0,0,0,0,0
7323,11634,9024,6798,5091,8626,7184,7952,7798,5606,5729,6435
7324,2952,2166,1580,1345,2681,1993,2260,2341,1650,1601,1723
7325,1282,939,871,643,950,1452,1328,1127,891,822,613
7326,2925,1913,1419,1237,2118,1673,1614,1856,1271,1387,1458
7327,2513,2368,1752,1366,2747,2164,1937,2206,2241,1415,1701
7328,11226,8788,5584,4639,8506,6605,7125,7251,6822,5363,6565
7329,1014,877,777,597,1218,861,1050,966,820,742,852
733,0,8,6,2,5,7,0,10,8,8,0
7332,3579,2303,1614,1488,2404,2179,2266,2172,1828,1631,1511
7334,5659,4634,3436,2981,3731,4473,5401,4566,3557,3499,3291
7335,208,269,167,142,260,236,204,227,236,89,161
7336,6583,4423,3858,3098,3431,5247,5592,4782,3477,3994,2994
7337,16709,13817,10560,7815,10590,10739,12420,11905,9413,8184,11077
734,3894,1883,1442,861,2574,1560,1728,1318,1076,980,1603
7341,4831,3056,2824,2448,2958,3223,3415,3377,2375,2947,2457
7342,3786,3493,2920,2734,3542,3560,3401,3511,3494,2595,2796
7343,4853,4320,3017,3216,5443,3778,3853,4277,3825,3334,3167
7345,22231,18347,11710,11272,10707,18059,22295,14268,10095,11739,9631
7347,1120,919,664,711,742,621,767,996,823,887,701
7348,6,26,31,23,45,39,23,44,36,14,36
7349,7,9,10,17,19,9,9,17,5,4,12
735,2,1,2,2,4,2,0,3,1,0,0
7350,12,11,10,5,20,25,14,22,16,4,15
7351,117,78,60,53,195,38,58,73,32,49,78
7352,81,115,52,149,144,120,70,181,171,134,107
7353,755,652,400,341,730,487,519,603,448,401,449
735301,4,9,3,8,6,5,8,6,5,7,3
7355,379,297,211,156,401,205,301,211,172,138,196
7356,1,8,4,1,0,2,2,4,0,2,0
7357,2771,2088,1771,1164,1526,1976,2259,1716,1165,1389,1692
7358,945,815,452,452,813,512,561,732,750,473,600
7360,9895,7443,5528,6234,6175,9059,8413,10108,7019,8351,5098
7363,1,2,1,0,0,1,0,0,0,0,0
7364,0,0,0,0,0,0,0,0,2,0,0
7365,0,0,0,0,0,0,0,0,0,0,0
7366,0,0,0,0,0,0,0,0,0,0,0
7367,0,0,0,0,0,3,0,0,0,0,0
7368,18242,7084,2229,857,9397,1913,2522,3221,1996,923,3753
7369,0,0,0,0,0,0,0,0,0,0,0
7371,1108,1098,729,792,834,1075,971,1126,1034,803,712
7372,1392,1260,688,1001,1320,907,933,1230,1230,908,906
7373,205,265,134,86,221,209,112,228,159,193,176
7374,1051,948,550,516,952,639,703,836,746,449,714
7375,2009,2681,1936,1931,2621,1978,1915,2689,2559,1990,1817
7376,1006,828,535,544,1261,894,811,911,598,622,568
7378,175,259,115,209,276,387,241,353,282,215,202
7379,4,5,1,7,7,2,0,4,3,2,1
738,1237,952,637,831,1219,1261,1270,1149,859,869,844
7380,1,3,2,8,4,2,2,4,2,0,0
7381,19423,16237,10521,10542,15811,12886,13463,15403,10452,13689,11602
7384,3318,2629,1784,1629,2677,2804,2586,2191,1620,1522,1648
7385,7063,5699,4285,3247,5037,5558,5375,4879,3771,3715,3961
7386,2010,1550,1119,1072,1327,1652,1676,1312,1018,1296,964
7388,5686,4345,3638,3524,2591,3946,3387,4279,2106,3595,2946
7389,2155,1311,1010,845,1418,1290,1414,1327,901,958,1004
7390,1783,1879,1096,1468,1776,2527,1756,1973,1381,2308,1552
7391,1785,1270,1027,968,1505,1225,1163,1231,887,964,965
7392,3446,2844,1865,2021,4272,2820,2527,3204,2756,2693,2298
7398,4754,2703,1882,1391,3322,1880,2215,2585,1946,1523,2259
7399,146,194,155,130,248,161,122,189,140,120,219
740,1203,966,714,518,977,667,863,636,575,588,652
7401,5,9,5,1,10,9,5,8,11,2,8
7402,16524,15996,8674,8714,17577,8826,9096,12581,10135,9874,12057
7403,2579,2238,1171,1146,2522,1266,1493,1788,1476,910,1520
7404,4579,3798,2516,2041,4979,2717,2624,3516,2460,2049,3253
7405,3029,2357,1372,1265,2695,1858,1683,1905,1717,1421,1521
7407,0,52,41,0,4,0,0,0,1,0,0
7408,285,279,132,125,395,197,182,257,178,160,188
7409,313,176,166,168,347,126,174,283,83,142,253
741,92,75,43,42,120,73,55,52,49,38,44
7410,776,895,453,720,892,797,712,1030,796,652,495
7411,6071,4108,2525,2297,2664,2683,3211,3165,2061,2370,2408
7412,1326,1153,354,241,849,123,172,281,169,60,597
7414,2230,2412,1457,1568,2488,1920,1782,2266,2042,1462,1743
7415,12412,9383,6371,5315,8786,7545,8772,7755,6048,4951,6281
7416,11716,8282,7012,4807,5735,7847,8765,6710,4771,5213,5543
7417,3436,2451,1709,1358,1906,2154,2383,1798,1289,1331,1695
7419,5671,4050,3149,2004,2887,3359,3523,3148,2177,2092,2518
7421,10,24,6,6,39,4,19,34,10,4,7
7422,1570,2045,691,880,1195,886,841,1149,1632,1179,894
7423,1104,1141,597,725,1523,968,901,1330,902,939,935
7424,144,139,105,54,281,46,64,48,58,55,97
7425,695,882,833,659,780,1172,1295,1294,791,711,851
7428,2531,2082,1675,1637,2438,2086,2540,2653,2371,1981,1806
7429,1,4,4,3,1,6,10,3,9,2,8
7430,10422,8592,6613,4375,17134,4631,4775,6791,6199,3905,7120
7431,7428,4198,3283,2024,11462,3512,2902,2585,2785,2230,3971
7432,612,281,604,853,284,1112,916,579,788,1377,181
7433,618,334,542,586,619,1084,732,859,1111,598,453
7434,188,221,113,53,312,167,145,139,120,164,110
7436,2827,2463,1494,1253,1926,1734,1857,1580,1317,1123,1290
7439,1192,969,332,192,2140,541,488,792,402,187,787
744,1168,1855,1187,1023,1142,1315,1367,1417,1349,872,1536
7441,0,0,0,0,0,0,0,0,0,0,0
7442,450,651,271,443,801,536,324,697,662,452,368
7443,1505,1278,934,787,1328,1006,1106,1473,1039,1003,1157
7444,2488,1467,478,352,2694,520,514,1077,832,307,853
7447,64050,34053,39694,32450,19267,56656,50314,37680,31646,39870,19998
7448,25,34,25,39,53,38,20,43,40,20,16
745,3478,3247,946,484,5956,917,1119,1867,1535,256,1696
7450,1115,897,803,616,1854,1112,1094,1330,1119,835,816
7453,3708,3345,2284,1535,2800,3032,3338,2568,1756,1564,2185
7454,139,87,55,55,228,71,64,138,70,44,79
7455,0,1,0,0,0,2,0,0,6,0,0
7456,2609,2147,762,525,2840,701,855,1222,710,433,1307
7458,8705,5763,4735,3655,6825,5927,6147,5437,3919,4312,4793
746,717,390,316,211,518,288,296,351,173,214,271
7461,6376,5820,3360,3407,7542,4800,4908,5561,5286,3257,3136
7462,254,207,115,118,406,130,163,222,80,111,148
7464,433,540,327,301,283,547,536,498,455,213,232
7465,267,182,271,55,872,80,93,106,83,40,192
7466,1724,2052,1188,980,2664,1082,1551,1650,1365,829,3177
7468,7655,7249,5117,6100,7128,7357,7057,8884,7522,6739,4835
7469,329,312,247,241,661,374,266,381,401,244,270
747,870,874,698,758,904,1493,1072,1081,1327,893,523
7471,27,25,20,44,56,25,46,42,38,40,57
7472,97,19,48,20,12,48,105,20,34,60,13
7473,0,2,0,0,0,3,0,0,0,0,0
7474,640,747,419,405,655,370,578,535,452,320,415
7475,6,15,8,16,15,10,7,10,8,12,26
7476,290,248,139,150,198,303,255,243,199,210,211
7477,61,77,55,88,72,167,83,116,151,134,68
7478,31,52,37,48,52,45,21,58,50,18,40
7479,13,11,23,30,40,22,6,32,53,9,29
7480,287,290,371,307,240,403,524,356,532,273,247
7481,62,53,42,26,171,24,32,45,18,17,91
7482,186,213,169,159,244,233,186,187,174,153,191
7483,99,71,96,56,270,54,70,64,67,37,26
7484,0,0,0,0,0,2,0,0,0,0,0
7485,2739,2113,1470,1285,2988,1530,2204,2170,1392,1499,1525
7486,1913,1731,1326,1060,2263,1403,1391,1756,1592,1357,1433
7490,2,2,0,0,12,4,2,4,0,0,8
7494,1430,1082,518,484,972,644,804,813,563,469,773
7498,8,9,5,5,5,4,2,10,8,3,15
7499,21,12,8,2,53,4,17,12,0,4,13
750,30,47,66,75,90,62,37,68,113,39,40
7503,3,10,18,11,22,21,12,40,11,34,57
7504,1610,1008,986,608,579,1248,1496,811,851,677,739
7507,1828,1682,1015,1023,2098,1248,1205,1606,1223,1088,1427
7508,2860,2618,1534,1413,3827,1950,1898,2185,1928,1270,1888
751071,73,90,37,26,90,79,45,63,86,35,56
7511,1932,1482,1117,893,1810,1442,1324,1392,1259,1007,1281
7512,12,4,0,0,4,4,8,0,0,0,2
7514,12569,9490,6841,5798,10470,6986,8085,9683,6880,6263,7855
7515,862,766,448,442,1111,761,620,742,600,517,407
751580,0,0,0,0,0,1,0,0,0,0,0
7516,209,125,111,136,313,177,143,139,306,122,97
7517,149,154,116,94,340,172,152,234,212,116,160
7518,567,409,248,186,460,271,240,440,264,228,246
752,496,619,496,725,696,769,599,985,824,811,368
7520,16958,11001,8461,5943,10635,9201,9807,8379,6702,6988,8626
752014,83,76,79,91,93,93,83,117,89,41,58
7525,5046,3987,1870,1827,3664,1593,2173,2954,2469,1648,2740
7528,2966,2069,1766,1349,2590,1988,2133,2069,1901,1425,1652
7529,33707,21747,18096,15231,13786,21511,26748,19704,13691,17529,16359
753,8520,4977,4334,3167,6810,4687,4322,4580,4041,3559,3729
7531,139,80,85,78,5108,113,134,65,75,94,128
